instance pathlad vf2 ri
all-images-CVIU11-pattern17-target54 0.0952318 0.111858 0.080506
all-images-CVIU11-pattern17-target55 0.194521 0.0894953 0.0630787
all-images-CVIU11-pattern17-target56 0.130937 0.0819055 0.0641996
all-images-CVIU11-pattern17-target57 0.313714 0.501027 0.197976
all-images-CVIU11-pattern17-target58 0.0943884 0.0833262 0.0564864
all-images-CVIU11-pattern17-target59 0.598467 0.415486 0.175705
all-images-CVIU11-pattern17-target6 0.397427 0.337798 0.137896
all-images-CVIU11-pattern17-target60 0.265718 0.230001 0.111856
all-images-CVIU11-pattern17-target61 0.340017 0.283503 0.180492
all-images-CVIU11-pattern17-target62 0.480126 0.30759 0.192119
all-images-CVIU11-pattern17-target63 0.333154 0.284351 0.116599
all-images-CVIU11-pattern17-target64 0.298817 0.167516 0.127094
all-images-CVIU11-pattern17-target65 0.19289 0.207389 0.0926893
all-images-CVIU11-pattern17-target66 0.111036 0.116413 0.0834127
all-images-CVIU11-pattern17-target67 0.543647 0.370353 0.20438
all-images-CVIU11-pattern17-target68 0.629231 0.397247 0.172022
all-images-CVIU11-pattern17-target69 0.568107 0.425689 0.213407
all-images-CVIU11-pattern17-target7 0.374589 0.325422 0.134023
all-images-CVIU11-pattern17-target70 0.434743 0.339833 0.187437
all-images-CVIU11-pattern17-target71 0.405497 0.442076 0.172098
all-images-CVIU11-pattern17-target72 0.352127 0.274169 0.117977
all-images-CVIU11-pattern17-target73 0.434517 0.418053 0.163959
all-images-CVIU11-pattern17-target74 0.505458 0.50502 0.183278
all-images-CVIU11-pattern17-target75 0.374782 0.476721 0.217313
all-images-CVIU11-pattern17-target76 0.449919 0.457114 0.236238
all-images-CVIU11-pattern17-target77 0.429023 0.469475 0.217594
all-images-CVIU11-pattern17-target78 0.412508 0.370284 0.178561
all-images-CVIU11-pattern17-target79 0.146308 0.0989182 0.0698705
all-images-CVIU11-pattern17-target8 0.210687 0.1456 0.116273
all-images-CVIU11-pattern17-target80 0.144395 0.12284 0.0693521
all-images-CVIU11-pattern17-target81 0.209197 0.177004 0.0857709
all-images-CVIU11-pattern17-target82 0.308831 0.199247 0.104513
all-images-CVIU11-pattern17-target83 0.358578 0.239097 0.127109
all-images-CVIU11-pattern17-target84 0.0385055 0.0285682 0.0443648
all-images-CVIU11-pattern17-target85 0.167827 0.327098 0.165494
all-images-CVIU11-pattern17-target86 0.298929 0.173218 0.124186
all-images-CVIU11-pattern17-target87 0.221404 0.153654 0.116922
all-images-CVIU11-pattern17-target88 0.345219 0.25257 0.151822
all-images-CVIU11-pattern17-target89 0.136415 0.15856 0.0668143
all-images-CVIU11-pattern17-target9 0.198431 0.142434 0.109145
all-images-CVIU11-pattern17-target90 0.0892369 0.0630863 0.0690823
all-images-CVIU11-pattern17-target91 0.0466769 0.044677 0.0442485
all-images-CVIU11-pattern17-target92 0.333449 0.47305 0.167994
all-images-CVIU11-pattern17-target93 0.274885 0.196961 0.137136
all-images-CVIU11-pattern17-target94 0.33015 0.279996 0.156855
all-images-CVIU11-pattern17-target95 0.0715614 0.0602482 0.0432079
all-images-CVIU11-pattern17-target96 0.204979 0.123491 0.0910937
all-images-CVIU11-pattern17-target97 0.145108 0.114755 0.081805
all-images-CVIU11-pattern17-target98 0.143591 0.0869354 0.0477549
all-images-CVIU11-pattern17-target99 0.423904 0.279961 0.150495
all-images-CVIU11-pattern18-target1 0.757332 0.504402 0.132073
all-images-CVIU11-pattern18-target10 0.88776 0.372986 0.117363
all-images-CVIU11-pattern18-target100 0.227614 0.108378 0.0547067
all-images-CVIU11-pattern18-target101 0.0238877 0.144889 0.0582566
all-images-CVIU11-pattern18-target102 0.429712 0.245729 0.0756203
all-images-CVIU11-pattern18-target103 0.418341 0.233681 0.0664479
all-images-CVIU11-pattern18-target104 0.910299 0.564048 0.134333
all-images-CVIU11-pattern18-target105 0.791716 0.536578 0.120001
all-images-CVIU11-pattern18-target106 0.669018 0.406537 0.087934
all-images-CVIU11-pattern18-target107 0.567631 0.351495 0.0819296
all-images-CVIU11-pattern18-target108 1.72228 1.0139 0.193774
all-images-CVIU11-pattern18-target109 0.905758 0.531579 0.122501
all-images-CVIU11-pattern18-target11 0.288195 0.253675 0.0814452
all-images-CVIU11-pattern18-target110 0.297681 0.186697 0.0873266
all-images-CVIU11-pattern18-target111 0.433737 0.304682 0.0747968
all-images-CVIU11-pattern18-target112 0.382441 0.289696 0.0660295
all-images-CVIU11-pattern18-target113 0.0598488 0.386388 0.0668721
all-images-CVIU11-pattern18-target114 0.24854 0.235517 0.0701862
all-images-CVIU11-pattern18-target115 0.636866 0.425411 0.115344
all-images-CVIU11-pattern18-target116 1.56961 1.15749 0.169947
all-images-CVIU11-pattern18-target117 0.764868 0.513418 0.139113
all-images-CVIU11-pattern18-target118 0.564739 0.342666 0.0870932
all-images-CVIU11-pattern18-target119 1.40753 0.893652 0.173876
all-images-CVIU11-pattern18-target12 0.760763 0.531615 0.111557
all-images-CVIU11-pattern18-target120 0.998946 0.667783 0.142929
all-images-CVIU11-pattern18-target121 1.13702 0.703593 0.15812
all-images-CVIU11-pattern18-target122 0.526412 0.420056 0.0966995
all-images-CVIU11-pattern18-target123 1.19013 0.761821 0.166023
all-images-CVIU11-pattern18-target124 0.593491 0.469554 0.101687
all-images-CVIU11-pattern18-target125 1.01585 0.617652 0.15071
all-images-CVIU11-pattern18-target126 0.021121 0.106828 0.0444561
all-images-CVIU11-pattern18-target127 0.113934 0.0745368 0.0415881
all-images-CVIU11-pattern18-target128 1.06862 0.686209 0.164968
all-images-CVIU11-pattern18-target129 0.166844 0.124922 0.0598099
all-images-CVIU11-pattern18-target13 0.753203 0.460734 0.121053
all-images-CVIU11-pattern18-target130 0.153337 0.134604 0.0522017
all-images-CVIU11-pattern18-target131 0.412474 0.291773 0.0657306
all-images-CVIU11-pattern18-target132 0.452256 0.281044 0.0937688
all-images-CVIU11-pattern18-target133 0.419329 0.248639 0.0870812
all-images-CVIU11-pattern18-target134 0.555506 0.483713 0.082896
all-images-CVIU11-pattern18-target135 0.431023 0.275643 0.0904455
all-images-CVIU11-pattern18-target136 0.526449 0.305603 0.0740971
all-images-CVIU11-pattern18-target137 0.185655 0.129189 0.0583386
all-images-CVIU11-pattern18-target138 1.49997 0.98459 0.183005
all-images-CVIU11-pattern18-target139 0.285846 0.211687 0.0605728
all-images-CVIU11-pattern18-target14 0.175614 0.150273 0.0468625
all-images-CVIU11-pattern18-target140 0.291929 0.202473 0.0686433
all-images-CVIU11-pattern18-target141 0.279352 0.155487 0.0512057
all-images-CVIU11-pattern18-target142 0.461309 0.303825 0.081265
all-images-CVIU11-pattern18-target143 0.302467 0.233793 0.0787078
all-images-CVIU11-pattern18-target144 0.58677 0.341255 0.108177
all-images-CVIU11-pattern18-target145 0.214982 0.167522 0.0675882
all-images-CVIU11-pattern18-target146 1.04764 0.732468 0.137284
all-images-CVIU11-pattern18-target15 0.0146529 0.0693988 0.0429699
all-images-CVIU11-pattern18-target16 0.325207 0.177609 0.0511909
all-images-CVIU11-pattern18-target17 0.927143 0.585874 0.146861
all-images-CVIU11-pattern18-target18 0.877456 0.546025 0.114026
all-images-CVIU11-pattern18-target19 1.58137 1.11384 0.176634
all-images-CVIU11-pattern18-target2 0.500622 0.353354 0.115055
all-images-CVIU11-pattern18-target20 1.01499 0.662516 0.130305
all-images-CVIU11-pattern18-target21 0.656471 0.517966 0.124919
all-images-CVIU11-pattern18-target22 0.411159 0.257014 0.0851586
all-images-CVIU11-pattern18-target23 0.853155 0.548354 0.119241
all-images-CVIU11-pattern18-target24 0.137752 0.0995971 0.0392836
all-images-CVIU11-pattern18-target25 0.354171 0.196944 0.0652292
all-images-CVIU11-pattern18-target26 0.191072 0.199305 0.0661963
all-images-CVIU11-pattern18-target27 0.566912 0.403664 0.0945427
all-images-CVIU11-pattern18-target28 0.209447 0.143119 0.0523838
all-images-CVIU11-pattern18-target29 1.43978 0.936004 0.166851
all-images-CVIU11-pattern18-target3 0.970834 0.700972 0.130093
all-images-CVIU11-pattern18-target30 1.14801 0.696383 0.132241
all-images-CVIU11-pattern18-target31 0.829049 0.49878 0.11746
all-images-CVIU11-pattern18-target32 1.65206 1.09409 0.183982
all-images-CVIU11-pattern18-target33 1.50153 1.00498 0.188825
all-images-CVIU11-pattern18-target34 0.670642 0.420497 0.119013
all-images-CVIU11-pattern18-target35 1.55363 0.991923 0.183464
all-images-CVIU11-pattern18-target36 0.443414 0.286581 0.0937725
all-images-CVIU11-pattern18-target37 1.32885 0.883949 0.170303
all-images-CVIU11-pattern18-target38 1.18105 0.814809 0.165122
all-images-CVIU11-pattern18-target39 0.443643 0.292407 0.0915721
all-images-CVIU11-pattern18-target4 0.822432 0.478708 0.134802
all-images-CVIU11-pattern18-target40 0.658158 0.413654 0.0960084
all-images-CVIU11-pattern18-target41 0.56834 0.358682 0.0906486
all-images-CVIU11-pattern18-target42 0.663032 0.439913 0.116188
all-images-CVIU11-pattern18-target43 0.948508 0.745463 0.143658
all-images-CVIU11-pattern18-target44 1.56237 1.00147 0.182921
all-images-CVIU11-pattern18-target45 1.3372 0.949277 0.19929
all-images-CVIU11-pattern18-target46 0.68748 0.45297 0.0962595
all-images-CVIU11-pattern18-target47 1.23172 0.850221 0.171847
all-images-CVIU11-pattern18-target48 0.363595 0.247203 0.0689535
all-images-CVIU11-pattern18-target49 0.689837 0.426413 0.12871
all-images-CVIU11-pattern18-target5 1.23861 0.815317 0.147239
all-images-CVIU11-pattern18-target50 1.35576 0.895613 0.161151
all-images-CVIU11-pattern18-target51 0.568076 0.380162 0.0862299
all-images-CVIU11-pattern18-target52 0.551441 0.348244 0.10333
all-images-CVIU11-pattern18-target53 0.350367 0.221313 0.0683704
all-images-CVIU11-pattern18-target54 0.41401 0.270952 0.0648061
all-images-CVIU11-pattern18-target55 0.379048 0.23261 0.0834047
all-images-CVIU11-pattern18-target56 0.269603 0.163844 0.0667041
all-images-CVIU11-pattern18-target57 1.67539 1.16239 0.205584
all-images-CVIU11-pattern18-target58 0.335287 0.197183 0.0547003
all-images-CVIU11-pattern18-target59 1.08825 0.695843 0.14337
all-images-CVIU11-pattern18-target6 1.23671 0.689926 0.154439
all-images-CVIU11-pattern18-target60 0.594314 0.348151 0.0859837
all-images-CVIU11-pattern18-target61 1.12415 0.673312 0.13129
all-images-CVIU11-pattern18-target62 1.2576 0.726357 0.145792
all-images-CVIU11-pattern18-target63 0.892958 0.573978 0.125447
all-images-CVIU11-pattern18-target64 0.659269 0.457681 0.111581
all-images-CVIU11-pattern18-target65 0.578487 0.366951 0.0851193
all-images-CVIU11-pattern18-target66 0.4053 0.278627 0.0675064
all-images-CVIU11-pattern18-target67 1.29446 0.907695 0.148015
all-images-CVIU11-pattern18-target68 1.5904 0.886249 0.183611
all-images-CVIU11-pattern18-target69 1.64204 1.08632 0.203572
all-images-CVIU11-pattern18-target7 1.06524 0.663112 0.130557
all-images-CVIU11-pattern18-target70 1.34035 0.835258 0.152194
all-images-CVIU11-pattern18-target71 1.03804 0.637213 0.154955
all-images-CVIU11-pattern18-target72 1.00012 0.536812 0.148162
all-images-CVIU11-pattern18-target73 1.33139 0.82216 0.16833
all-images-CVIU11-pattern18-target74 1.39449 0.861125 0.16143
all-images-CVIU11-pattern18-target75 1.39371 0.895863 0.16778
all-images-CVIU11-pattern18-target76 1.52231 0.959516 0.220675
all-images-CVIU11-pattern18-target77 1.62237 0.965293 0.175419
all-images-CVIU11-pattern18-target78 1.56335 0.945078 0.183942
all-images-CVIU11-pattern18-target79 0.258504 0.17524 0.0715274
all-images-CVIU11-pattern18-target8 0.593052 0.356647 0.113984
all-images-CVIU11-pattern18-target80 0.37959 0.267671 0.0858356
all-images-CVIU11-pattern18-target81 0.648377 0.392808 0.107082
all-images-CVIU11-pattern18-target82 0.822606 0.474719 0.103382
all-images-CVIU11-pattern18-target83 0.876907 0.560236 0.134964
all-images-CVIU11-pattern18-target84 0.0962131 0.0420617 0.0373575
all-images-CVIU11-pattern18-target85 1.21487 0.768734 0.14483
all-images-CVIU11-pattern18-target86 0.697058 0.406348 0.117128
all-images-CVIU11-pattern18-target87 0.551746 0.410996 0.0863227
all-images-CVIU11-pattern18-target88 1.02018 0.557468 0.115953
all-images-CVIU11-pattern18-target89 0.382481 0.231656 0.072693
all-images-CVIU11-pattern18-target9 0.50396 0.327417 0.106943
all-images-CVIU11-pattern18-target90 0.212096 0.162423 0.0626856
all-images-CVIU11-pattern18-target91 0.15163 0.104499 0.038508
all-images-CVIU11-pattern18-target92 1.48866 0.934425 0.186301
all-images-CVIU11-pattern18-target93 0.744645 0.497991 0.100945
all-images-CVIU11-pattern18-target94 1.26379 0.666102 0.154435
all-images-CVIU11-pattern18-target95 0.141351 0.0880845 0.0419973
all-images-CVIU11-pattern18-target96 0.472076 0.251285 0.0701979
all-images-CVIU11-pattern18-target97 0.443657 0.254289 0.0881282
all-images-CVIU11-pattern18-target98 0.184971 0.138182 0.0603754
all-images-CVIU11-pattern18-target99 0.963914 0.664896 0.115804
all-images-CVIU11-pattern19-target1 5.08775 2.74447 0.147933
all-images-CVIU11-pattern19-target10 4.21272 2.18571 0.118285
all-images-CVIU11-pattern19-target100 0.919832 0.527155 0.0474943
all-images-CVIU11-pattern19-target101 0.711993 0.59503 0.0492298
all-images-CVIU11-pattern19-target102 2.05455 1.14477 0.0722347
all-images-CVIU11-pattern19-target103 2.29567 1.31908 0.0948962
all-images-CVIU11-pattern19-target104 6.12134 3.46817 0.126119
all-images-CVIU11-pattern19-target105 5.46169 3.01035 0.116901
all-images-CVIU11-pattern19-target106 5.37732 2.58944 0.129868
all-images-CVIU11-pattern19-target107 3.57252 1.85493 0.0884785
all-images-CVIU11-pattern19-target108 10.1438 6.03614 0.211069
all-images-CVIU11-pattern19-target109 5.49553 2.86775 0.135915
all-images-CVIU11-pattern19-target11 1.52303 0.92078 0.0698332
all-images-CVIU11-pattern19-target110 1.55096 0.960843 0.0874994
all-images-CVIU11-pattern19-target111 1.84617 1.07558 0.0672341
all-images-CVIU11-pattern19-target112 1.79869 1.06457 0.0678539
all-images-CVIU11-pattern19-target113 2.38992 1.26393 0.0940278
all-images-CVIU11-pattern19-target114 1.44018 0.885205 0.0680312
all-images-CVIU11-pattern19-target115 4.05589 2.05035 0.105112
all-images-CVIU11-pattern19-target116 11.414 5.91363 0.199078
all-images-CVIU11-pattern19-target117 5.99251 3.15031 0.120961
all-images-CVIU11-pattern19-target118 3.98021 2.04407 0.120006
all-images-CVIU11-pattern19-target119 9.58541 5.09857 0.194911
all-images-CVIU11-pattern19-target12 4.82092 2.46022 0.107174
all-images-CVIU11-pattern19-target120 6.97889 3.29565 0.131456
all-images-CVIU11-pattern19-target121 8.14798 4.1953 0.14193
all-images-CVIU11-pattern19-target122 3.82169 1.96269 0.0909372
all-images-CVIU11-pattern19-target123 8.88331 4.62195 0.168096
all-images-CVIU11-pattern19-target124 4.12781 2.62001 0.136846
all-images-CVIU11-pattern19-target125 7.15978 3.43164 0.144685
all-images-CVIU11-pattern19-target126 0.540375 0.362998 0.0457923
all-images-CVIU11-pattern19-target127 0.691444 0.386862 0.045527
all-images-CVIU11-pattern19-target128 7.54678 3.7129 0.143494
all-images-CVIU11-pattern19-target129 0.959578 0.599491 0.0565487
all-images-CVIU11-pattern19-target13 4.64941 2.50613 0.114713
all-images-CVIU11-pattern19-target130 0.933162 0.566527 0.0581915
all-images-CVIU11-pattern19-target131 2.33086 1.34495 0.0729672
all-images-CVIU11-pattern19-target132 3.4134 1.84875 0.103381
all-images-CVIU11-pattern19-target133 2.90586 1.47797 0.0933541
all-images-CVIU11-pattern19-target134 4.09361 1.99931 0.103984
all-images-CVIU11-pattern19-target135 3.24393 1.62609 0.0983684
all-images-CVIU11-pattern19-target136 3.80682 1.9494 0.113641
all-images-CVIU11-pattern19-target137 1.60907 0.648325 0.0600792
all-images-CVIU11-pattern19-target138 11.4323 5.70289 0.18294
all-images-CVIU11-pattern19-target139 1.74816 1.00488 0.0710309
all-images-CVIU11-pattern19-target14 0.914594 0.583513 0.0638501
all-images-CVIU11-pattern19-target140 1.589 1.05153 0.0775692
all-images-CVIU11-pattern19-target141 1.39282 0.764282 0.0664519
all-images-CVIU11-pattern19-target142 3.23472 1.79587 0.0798572
all-images-CVIU11-pattern19-target143 1.99401 1.29569 0.0789032
all-images-CVIU11-pattern19-target144 3.77916 1.87027 0.113665
all-images-CVIU11-pattern19-target145 1.32762 0.82383 0.0650586
all-images-CVIU11-pattern19-target146 7.39666 4.11449 0.131815
all-images-CVIU11-pattern19-target15 0.716303 0.396243 0.048033
all-images-CVIU11-pattern19-target16 1.23576 0.633063 0.0709341
all-images-CVIU11-pattern19-target17 6.23843 3.50808 0.136474
all-images-CVIU11-pattern19-target18 6.28722 3.25477 0.123582
all-images-CVIU11-pattern19-target19 11.4646 6.04493 0.229037
all-images-CVIU11-pattern19-target2 3.13141 1.85482 0.116793
all-images-CVIU11-pattern19-target20 6.96739 3.61817 0.158354
all-images-CVIU11-pattern19-target21 4.26183 2.56906 0.120181
all-images-CVIU11-pattern19-target22 2.81524 1.61308 0.0791705
all-images-CVIU11-pattern19-target23 5.32834 3.05367 0.161421
all-images-CVIU11-pattern19-target24 0.637632 0.430637 0.0473036
all-images-CVIU11-pattern19-target25 1.95282 0.969977 0.0861698
all-images-CVIU11-pattern19-target26 1.49396 0.80519 0.069544
all-images-CVIU11-pattern19-target27 3.81573 2.16962 0.123962
all-images-CVIU11-pattern19-target28 0.963484 0.488218 0.0586545
all-images-CVIU11-pattern19-target29 10.0655 5.73311 0.188275
all-images-CVIU11-pattern19-target3 6.9321 3.40876 0.152792
all-images-CVIU11-pattern19-target30 8.34656 4.18726 0.185257
all-images-CVIU11-pattern19-target31 5.2958 2.97594 0.139522
all-images-CVIU11-pattern19-target32 11.2797 6.39485 0.215934
all-images-CVIU11-pattern19-target33 10.8188 6.17487 0.204085
all-images-CVIU11-pattern19-target34 4.98045 2.51202 0.107972
all-images-CVIU11-pattern19-target35 11.7062 5.77021 0.231891
all-images-CVIU11-pattern19-target36 3.29808 1.75694 0.086662
all-images-CVIU11-pattern19-target37 9.22678 5.72241 0.192181
all-images-CVIU11-pattern19-target38 8.06136 4.9639 0.184644
all-images-CVIU11-pattern19-target39 2.88983 1.68464 0.0881517
all-images-CVIU11-pattern19-target4 5.64583 2.76784 0.132959
all-images-CVIU11-pattern19-target40 4.50731 2.49843 0.104726
all-images-CVIU11-pattern19-target41 3.46191 2.00482 0.103593
all-images-CVIU11-pattern19-target42 4.58617 2.65372 0.117193
all-images-CVIU11-pattern19-target43 7.06274 4.21133 0.157402
all-images-CVIU11-pattern19-target44 10.9883 5.59138 0.214918
all-images-CVIU11-pattern19-target45 9.73607 4.87053 0.17493
all-images-CVIU11-pattern19-target46 5.08303 2.87419 0.113333
all-images-CVIU11-pattern19-target47 9.00612 5.19928 0.149053
all-images-CVIU11-pattern19-target48 2.54607 1.59072 0.0994548
all-images-CVIU11-pattern19-target49 5.09132 2.61371 0.129395
all-images-CVIU11-pattern19-target5 8.95268 4.68902 0.187388
all-images-CVIU11-pattern19-target50 9.8779 5.34017 0.215451
all-images-CVIU11-pattern19-target51 4.22133 2.21636 0.100436
all-images-CVIU11-pattern19-target52 3.893 2.18073 0.107023
all-images-CVIU11-pattern19-target53 2.49215 1.3813 0.0834065
all-images-CVIU11-pattern19-target54 2.61256 1.43135 0.0765214
all-images-CVIU11-pattern19-target55 2.42258 1.40674 0.0835818
all-images-CVIU11-pattern19-target56 1.969 1.01198 0.071538
all-images-CVIU11-pattern19-target57 12.6144 6.89206 0.202902
all-images-CVIU11-pattern19-target58 1.79695 1.09873 0.0657468
all-images-CVIU11-pattern19-target59 7.25007 3.66942 0.160593
all-images-CVIU11-pattern19-target6 8.86557 4.27227 0.175238
all-images-CVIU11-pattern19-target60 3.80025 2.03392 0.119103
all-images-CVIU11-pattern19-target61 8.43457 3.97553 0.161435
all-images-CVIU11-pattern19-target62 8.29084 4.29951 0.179067
all-images-CVIU11-pattern19-target63 6.93494 3.44755 0.130707
all-images-CVIU11-pattern19-target64 4.88795 2.70011 0.129159
all-images-CVIU11-pattern19-target65 4.12865 2.20782 0.121119
all-images-CVIU11-pattern19-target66 2.45714 1.33349 0.0876761
all-images-CVIU11-pattern19-target67 9.31507 4.84494 0.204164
all-images-CVIU11-pattern19-target68 11.8375 5.21922 0.18468
all-images-CVIU11-pattern19-target69 12.5643 6.06427 0.21745
all-images-CVIU11-pattern19-target7 7.41105 3.87997 0.166456
all-images-CVIU11-pattern19-target70 9.69819 4.53084 0.180164
all-images-CVIU11-pattern19-target71 7.90551 3.76334 0.136724
all-images-CVIU11-pattern19-target72 6.78611 3.10083 0.131768
all-images-CVIU11-pattern19-target73 9.24162 4.76755 0.186952
all-images-CVIU11-pattern19-target74 10.1785 5.05686 0.207333
all-images-CVIU11-pattern19-target75 10.0495 5.09458 0.224139
all-images-CVIU11-pattern19-target76 10.7732 5.45352 0.186095
all-images-CVIU11-pattern19-target77 12.7468 5.77865 0.182043
all-images-CVIU11-pattern19-target78 11.2661 5.32441 0.170898
all-images-CVIU11-pattern19-target79 1.99152 1.01228 0.0786619
all-images-CVIU11-pattern19-target8 4.07067 1.98137 0.122263
all-images-CVIU11-pattern19-target80 2.54114 1.44413 0.0772878
all-images-CVIU11-pattern19-target81 3.96191 2.04066 0.112989
all-images-CVIU11-pattern19-target82 6.15845 2.75377 0.129508
all-images-CVIU11-pattern19-target83 6.60834 3.16328 0.153115
all-images-CVIU11-pattern19-target84 0.357813 0.24553 0.0399052
all-images-CVIU11-pattern19-target85 7.61292 4.39968 0.165287
all-images-CVIU11-pattern19-target86 4.75712 2.43402 0.135252
all-images-CVIU11-pattern19-target87 4.17201 2.0871 0.0999111
all-images-CVIU11-pattern19-target88 5.9073 3.29521 0.15205
all-images-CVIU11-pattern19-target89 2.62566 1.47517 0.0920218
all-images-CVIU11-pattern19-target9 3.46804 1.87907 0.115091
all-images-CVIU11-pattern19-target90 1.41908 0.844752 0.0729845
all-images-CVIU11-pattern19-target91 0.643591 0.383753 0.048394
all-images-CVIU11-pattern19-target92 10.0565 5.71022 0.174851
all-images-CVIU11-pattern19-target93 4.9936 2.91169 0.117626
all-images-CVIU11-pattern19-target94 7.96568 3.99168 0.137677
all-images-CVIU11-pattern19-target95 0.919202 0.495907 0.0451763
all-images-CVIU11-pattern19-target96 2.86579 1.38496 0.0796766
all-images-CVIU11-pattern19-target97 2.73073 1.577 0.0982415
all-images-CVIU11-pattern19-target98 1.26261 0.867795 0.0596065
all-images-CVIU11-pattern19-target99 6.84684 3.20687 0.135245
all-images-CVIU11-pattern2-target1 0.374523 0.160825 0.135177
all-images-CVIU11-pattern2-target10 0.592901 0.136246 0.0874646
all-images-CVIU11-pattern2-target100 0.0941295 0.0468269 0.0413898
all-images-CVIU11-pattern2-target101 0.0527591 0.0484869 0.0556206
all-images-CVIU11-pattern2-target102 0.107826 0.0617453 0.0788194
all-images-CVIU11-pattern2-target103 0.155668 0.0728621 0.0659448
all-images-CVIU11-pattern2-target104 0.461919 0.151578 0.119912
all-images-CVIU11-pattern2-target105 0.321394 0.140017 0.117139
all-images-CVIU11-pattern2-target106 0.382919 0.112857 0.116004
all-images-CVIU11-pattern2-target107 0.555772 0.0868947 0.0803869
all-images-CVIU11-pattern2-target108 0.708902 0.302385 0.180718
all-images-CVIU11-pattern2-target109 0.265505 0.16019 0.114169
all-images-CVIU11-pattern2-target11 0.37076 0.0511159 0.0613123
all-images-CVIU11-pattern2-target110 0.111917 0.0961744 0.0619602
all-images-CVIU11-pattern2-target111 0.147605 0.0594592 0.0666534
all-images-CVIU11-pattern2-target112 0.067032 0.0582069 0.0739944
all-images-CVIU11-pattern2-target113 0.171985 0.104188 0.0840018
all-images-CVIU11-pattern2-target114 0.0638306 0.0464129 0.0609205
all-images-CVIU11-pattern2-target115 0.26082 0.145836 0.119764
all-images-CVIU11-pattern2-target116 1.7664 0.273174 0.180408
all-images-CVIU11-pattern2-target117 1.14772 0.140865 0.109881
all-images-CVIU11-pattern2-target118 0.179672 0.104076 0.0839073
all-images-CVIU11-pattern2-target119 1.79257 0.255565 0.175331
all-images-CVIU11-pattern2-target12 0.451139 0.134664 0.101269
all-images-CVIU11-pattern2-target120 0.87324 0.159692 0.137912
all-images-CVIU11-pattern2-target121 0.411529 0.18985 0.155648
all-images-CVIU11-pattern2-target122 0.262849 0.0976643 0.104344
all-images-CVIU11-pattern2-target123 0.453891 0.229731 0.140068
all-images-CVIU11-pattern2-target124 0.292422 0.113552 0.115154
all-images-CVIU11-pattern2-target125 0.360171 0.175179 0.119616
all-images-CVIU11-pattern2-target126 0.0227786 0.0209653 0.0385426
all-images-CVIU11-pattern2-target127 0.0439523 0.0391386 0.0482996
all-images-CVIU11-pattern2-target128 0.274009 0.202619 0.148289
all-images-CVIU11-pattern2-target129 0.0886078 0.043273 0.0610984
all-images-CVIU11-pattern2-target13 0.367559 0.132711 0.127081
all-images-CVIU11-pattern2-target130 0.0567806 0.0442875 0.042715
all-images-CVIU11-pattern2-target131 0.0757599 0.0948473 0.0701233
all-images-CVIU11-pattern2-target132 0.453949 0.0802197 0.0725567
all-images-CVIU11-pattern2-target133 0.179443 0.0857002 0.08258
all-images-CVIU11-pattern2-target134 0.141604 0.08821 0.102679
all-images-CVIU11-pattern2-target135 0.139269 0.0979662 0.0662016
all-images-CVIU11-pattern2-target136 0.231908 0.128909 0.0979014
all-images-CVIU11-pattern2-target137 0.0788055 0.0317389 0.051723
all-images-CVIU11-pattern2-target138 0.677707 0.257188 0.167045
all-images-CVIU11-pattern2-target139 0.270073 0.0403177 0.0612306
all-images-CVIU11-pattern2-target14 0.0517038 0.0343944 0.0532254
all-images-CVIU11-pattern2-target140 0.132381 0.0487231 0.0662176
all-images-CVIU11-pattern2-target141 0.117987 0.0583986 0.0507858
all-images-CVIU11-pattern2-target142 0.126068 0.117618 0.0993665
all-images-CVIU11-pattern2-target143 0.0640021 0.0542544 0.0578271
all-images-CVIU11-pattern2-target144 0.605167 0.105865 0.0997334
all-images-CVIU11-pattern2-target145 0.0849493 0.0619352 0.0496808
all-images-CVIU11-pattern2-target146 0.355097 0.185222 0.122725
all-images-CVIU11-pattern2-target15 0.0310106 0.020797 0.0387949
all-images-CVIU11-pattern2-target16 0.0891652 0.0454133 0.0511983
all-images-CVIU11-pattern2-target17 0.62766 0.190691 0.132893
all-images-CVIU11-pattern2-target18 0.382428 0.175583 0.127027
all-images-CVIU11-pattern2-target19 0.592278 0.320966 0.199352
all-images-CVIU11-pattern2-target2 0.515628 0.141524 0.0889886
all-images-CVIU11-pattern2-target20 0.456001 0.185385 0.13551
all-images-CVIU11-pattern2-target21 0.331191 0.127892 0.126286
all-images-CVIU11-pattern2-target22 0.185799 0.0706005 0.0922016
all-images-CVIU11-pattern2-target23 0.371055 0.153947 0.109186
all-images-CVIU11-pattern2-target24 0.0653464 0.0350824 0.0463821
all-images-CVIU11-pattern2-target25 0.129693 0.103326 0.0892798
all-images-CVIU11-pattern2-target26 0.0807527 0.0428416 0.0629991
all-images-CVIU11-pattern2-target27 0.274735 0.148123 0.113679
all-images-CVIU11-pattern2-target28 0.0702526 0.0448603 0.0523944
all-images-CVIU11-pattern2-target29 1.56508 0.270493 0.170809
all-images-CVIU11-pattern2-target3 0.427076 0.174122 0.123642
all-images-CVIU11-pattern2-target30 0.547288 0.224066 0.173618
all-images-CVIU11-pattern2-target31 0.206644 0.148774 0.105784
all-images-CVIU11-pattern2-target32 1.65643 0.313605 0.201773
all-images-CVIU11-pattern2-target33 1.22691 0.280992 0.191968
all-images-CVIU11-pattern2-target34 0.290377 0.152168 0.107751
